,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,category,,,,,
153869,6lJB8vc2zNpHpZLuBxGU5A,"""Italian Delights""",,"""4348 E Craig Rd, Ste 150""",Las Vegas,NV,89115,36.2408526,-115.0789297,2,5,0,Italian,,,,,
153899,ocUYyjvsF9cRMilKuNxulA,"""Screwballs Sports Lounge""",Southeast,"""2460 W Warm Springs Rd""",Las Vegas,NV,89119,36.057472,-115.175396,4,7,0,other,,,,,
154009,kfo1hXvNtGGThfrZGaWtVw,"""Willy & Jose's""",,"""5111 Boulder Hwy""",Las Vegas,NV,89122,36.1128082,-115.0622886,3,55,0,Mexican,,,,,
154054,XvnVh7aRMCEZ0NH_Su3UFQ,"""Woori House""",Chinatown,"""6850 Spring Mountain Rd, Ste F-6""",Las Vegas,NV,89146,36.12630649,-115.2416607,4.5,6,0,other,,,,,
154284,cUHPc4rW6qi3yTBPdQDCKw,"""Emperor's Garden""",Chinatown,"""4215 Spring Mountain Rd, Ste B203""",Las Vegas,NV,89102,36.1253808,-115.1959803,2,149,1,other,,,,,
154404,U8rsbHtpV60h8USOL-kaLg,"""Louis's Las Vegas""",Southeast,"""6599 Las Vegas Blvd""",Las Vegas,NV,89119,36.0686142,-115.1776615,4.5,4,0,American,,,,,
154630,M3_5NSkpAXsvN2g4Bqrcsg,"""Subway""",,"""6125 W Tropicana Ave""",Las Vegas,NV,89103,36.0990918,-115.2261243,2,12,1,Fast Food,,,,,
154909,12f7GOkkC0GZRMif-fidhQ,"""NASCAR Cafe""",The Strip,"""2535 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1423378,-115.1563054,2,52,0,American,,,,,
155123,nQ--EthdNGaIf_nUkBj6Xw,"""Rising Sun""",Eastside,"""280 E Flamingo Rd""",Las Vegas,NV,89169,36.114765,-115.160858,4,48,0,Japanese,,,,,
155127,mls_XAqNbqgGHvaXvNcFyg,"""Smashburger""",,"""2400 N Rancho""",Las Vegas,NV,89032,36.22264235,-115.1750142,3.5,6,0,other,,,,,
155243,sAZGdlYTp41UWEjHdeZrWg,"""Cheba Hut""",Westside,"""2550 S Rainbow Blvd, Ste 13""",Las Vegas,NV,89146,36.14324389,-115.2418982,5,41,1,American,,,,,
155611,j4F5LtyQ3_dKLJbIEkwFpQ,"""SkinnyFATS""",South Summerlin,"""2010 Festival Plaza Dr, Ste 170""",Las Vegas,NV,89135,36.149159,-115.333188,4.5,13,1,American,,,,,
155847,gTw6PENNGl68ZPUpYWP50A,"""Soyo Korean Barstaurant""",Southwest,"""7775 S Rainbow Blvd, Ste 105""",Las Vegas,NV,89139,36.04680238,-115.2441707,4,819,1,other,,,,,
155969,CXrV-YvDIXUz9fGpTz5SEg,"""Chipotle Mexican Grill""",Southwest,"""3815 Blue Diamond Rd""",Las Vegas,NV,89139,36.03978127,-115.1909016,3,49,1,Mexican,,,,,
155984,x3dYPKifvJoRDYvjJxyZAw,"""McDonald's""",The Strip,"""3900 Las Vegas Blvd S""",Las Vegas,NV,89119,36.0957836,-115.1761162,2.5,21,0,other,,,,,
156282,dtVXEl_dASB1kn2erejiCw,"""Pho Thien Huong""",Chinatown,"""6850 W Spring Mountain Rd, Ste F-06""",Las Vegas,NV,89146,36.1271973,-115.2413372,4,11,1,other,,,,,
156417,EvE23d1PSbfGWe7EA5HRBQ,"""The Magic Noodle""",Spring Valley,"""5165 S Fort Apache Rd, Ste 165""",Las Vegas,NV,89148,36.0957104,-115.2982167,4.5,33,1,Chinese,,,,,
156464,j7HO1YeMQGYo3KibMXZ5vg,"""Kauai Cafe""",Spring Valley,"""10140 W Tropicana Ave, Ste 122""",Las Vegas,NV,89147,36.10048,-115.31433,4,95,0,other,,,,,
156518,lokPfoken16iTeAJ2PAwmQ,"""Feast Buffet""",Northwest,"""4949 N Rancho Dr""",Las Vegas,NV,89130,36.2498922,-115.2441383,2.5,140,1,other,,,,,
156531,2kWrSFkIes_d2BMg4YrRtA,"""Pizza Hut""",Sunrise,"""560 N. Nellis Blvd., #E1""",Las Vegas,NV,89110,36.1693405,-115.0616453,2.5,15,1,other,,,,,
156635,_eDVVS8wwXcdllaW6nfLyg,"""Paid In Full""",Spring Valley,"""7225 S Durango Dr, Ste 105""",Las Vegas,NV,89113,36.0569792,-115.2801062,4.5,50,1,other,,,,,
156692,Qic_L9ru9dJqPoLXW6T7yA,"""Cookie's BBQ""",Eastside,"""800 E Karen Ave""",Las Vegas,NV,89109,36.14110845,-115.1436063,4,8,1,other,,,,,
156708,ruPFtD9dU6Cv9_wpzIR4UQ,"""Coronado Cafe""",Southeast,"""9777 S Las Vegas Blvd""",Las Vegas,NV,89183,36.01163429,-115.1758912,3,427,1,other,,,,,
156718,swl9MCD8CU7kbNvn0L4SJg,"""Skybox Sports Bar & Grill""",The Strip,"""Aria Resort and Casino, 3738 Las Vegas Blvd S""",Las Vegas,NV,89109,36.128561,-115.1711298,3,66,0,American,,,,,
156719,z3g1OUxDfBTniZFO5BGj0Q,"""Souper Salad""",Eastside,"""4020 S Maryland Pkwy""",Las Vegas,NV,89119,36.116392,-115.1358846,3,9,0,other,,,,,
156725,THfsY3HTXVVU4NnyK4jvaA,"""Mr. Ribs & Mrs. Rice""",Chinatown,"""4120 Spring Mountain Rd""",Las Vegas,NV,89102,36.126894,-115.195024,4.5,58,1,other,,,,,
156733,ucv_SCACwuW4wEOudO_xyg,"""Cugino's Pizzeria""",,"""6650 Vegas Dr""",Las Vegas,NV,89108,36.189324,-115.241662,4.5,6,0,other,,,,,
156788,PhrTUiNQVA_XsK43O2TA5w,"""Thai D Togo""",Eastside,"""860 East Twain Ave, Ste 121""",Las Vegas,NV,89169,36.12277518,-115.144583,4,62,1,other,,,,,
156842,QnTuluWsuNb3aYCl-J9HVQ,"""The Tavern""",Westside,"""1113 S Rainbow Blvd""",Las Vegas,NV,89146,36.1582265,-115.2446302,4.5,45,1,other,,,,,
156868,v_yCY6NCwxCPIsNZR80UfQ,"""Donut Bar""",Downtown,"""124 S 6th St, Ste 140""",Las Vegas,NV,89101,36.1679398,-115.1404681,4.5,637,1,other,,,,,
156904,ckc3l8cSuggloG4NlquEFQ,"""Great Steak & Potato""",Downtown,"""755 S Grand Central Pkwy""",Las Vegas,NV,89106,36.1643156,-115.1574463,2,5,1,Fast Food,,,,,
156938,TMqkeXpVZyA124uApAwpFA,"""Hollywood Noodle Thai Cuisine""",Southeast,"""310 E Warm Springs Rd""",Las Vegas,NV,89119,36.0576726,-115.1579488,3.5,39,0,other,,,,,
157072,Y40U2KXA3v-N_h-9F8Y_aQ,"""OG Gentlemen's Club""",Downtown,"""1531 Las Vegas Blvd S""",Las Vegas,NV,89104,36.15220139,-115.1512997,3,336,0,other,,,,,
157097,OPiPeoJiv92rENwbq76orA,"""Sonic""",Northwest,"""7390 W Cheyenne Ave""",Las Vegas,NV,89129,36.2187196,-115.2568106,3,68,1,Fast Food,,,,,
157195,Zzl4ffV9kFY3yOSSgyRUBQ,"""Binion's Gambling Hall""",Downtown,"""128 Fremont St""",Las Vegas,NV,89101,36.171235,-115.144061,3,218,1,other,,,,,
157253,UKmVnT8q0aIlhPEyMFk5fA,"""Subway""",,"""4111 Boulder Hwy""",Las Vegas,NV,89121,36.1337103,-115.0850568,2.5,5,1,Fast Food,,,,,
157254,0Nb4piKDUVbedlrakwEUuw,"""Del Taco""",Centennial,"""7757 N El Capitan Way""",Las Vegas,NV,89143,36.30259006,-115.284756,3,35,1,Fast Food,,,,,
157256,r32Lb8K6hXQnT3zrkP4FsA,"""Smokey Mountain BBQ""",Southwest,"""7345 S Jones Blvd""",Las Vegas,NV,89139,36.055363,-115.225306,2.5,3,0,other,,,,,
157350,RZGxU6bCoqgbi7xVB_UckQ,"""Roberto's Taco Shop""",,"""6650 Vegas Dr""",Las Vegas,NV,89108,36.1886106,-115.2403282,3,52,1,Fast Food,,,,,
157387,hgeDR7BLRcN24G5LCp-W7w,"""Taco Ole""",Southeast,"""4912 S Eastern Ave""",Las Vegas,NV,89119,36.0995921,-115.1179537,3,3,1,Mexican,,,,,
157667,QjfCmeznfZC9BPowyO4Npw,"""Thai Original BBQ""",Eastside,"""2680 S Maryland Pkwy""",Las Vegas,NV,89109,36.1410827,-115.1364641,3,107,1,other,,,,,
157842,pJpjgXH5lgJtIJos9GqetQ,"""Buffet of Buffets""",The Strip,"""3570 S Las Vegas Blvd""",Las Vegas,NV,89109,36.11789821,-115.1749598,4,389,1,Buffets,,,,,
157847,LQZ2yBIAFmXYbDD0Z2Nhug,"""La Gloria""",The Strip,"""3570 Las Vegas Blvd S""",Las Vegas,NV,89019,36.1161559,-115.1750576,2.5,62,1,Mexican,,,,,
157880,XarMlmD4QuRgGdoYoKRRSQ,"""Joe Philly's Pizza""",Southeast,"""6400 S Eastern Ave, Ste 25""",Las Vegas,NV,89119,36.0731047,-115.1175712,3.5,152,1,other,,,,,
157967,y4N-fSlQDx2wRU51l0z7ZQ,"""Rosati's Pizza""",Spring Valley,"""7250 S Durango Dr""",Las Vegas,NV,89113,36.05657,-115.278503,3.5,3,0,Italian,,,,,
158107,tsf1JNdeeQf_654YUSrzRw,"""McMullan's Irish Pub""",,"""4650 W Tropicana Ave""",Las Vegas,NV,89103,36.1016609,-115.2042887,4,447,1,other,,,,,
158187,zSc_PmocVDJEtQwin0ts2w,"""La Pizza""",The Strip,"""3655 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1123576,-115.1702214,3.5,57,1,other,,,,,
158292,WM5lY9Yp9FFr7dsC-5sNYA,"""Jillian's""",Downtown,"""450 S Fremont St. #130""",Las Vegas,NV,89101,36.1688534,-115.1400422,3,7,0,American,,,,,
158327,naRs_pZV1k6ANa6Hd_VHsw,"""Panda Express""",The Strip,"""3475 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1193098,-115.1717702,2.5,10,1,Fast Food,,,,,
158452,#NAME?,"""Ichi Ramen House""",Centennial,"""7920 W Tropical Pkwy, Ste 170""",Las Vegas,NV,89149,36.2715522,-115.2676311,4,165,1,Japanese,,,,,
158661,cOinUcaLy9bZyvnTWub96Q,"""Capriotti's Sandwich Shop""",Downtown,"""200 Lewis Ave""",Las Vegas,NV,89101,36.1664205,-115.1462142,3.5,13,1,other,,,,,
158704,q3oJ6bNRV3OoJrwc95GOwg,"""Dirt Dog""",Southwest,"""8390 S Rainbow Blvd, Ste 100""",Las Vegas,NV,89139,36.0359229,-115.2429072,4.5,631,1,other,,,,,
158728,arzicWkekowFIyFAVU2tUw,"""Pampas""",The Strip,"""50-64 E Harmon Ave""",Las Vegas,NV,89109,36.1081488,-115.1699073,3,28,0,other,,,,,
158831,uwBJlA27pNywYTlPBiSqVw,"""Overlook Grill""",The Strip,"""The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S""",Las Vegas,NV,89109,36.10963296,-115.1741339,3.5,136,1,other,,,,,
158880,FB4qtiB4--kt_PqPSowJTA,"""BF Sushi""",Spring Valley,"""6375 S Rainbow Blvd, Ste 102""",Las Vegas,NV,89118,36.0724699,-115.243565,4,34,1,Japanese,,,,,
158915,YPCbxsAPYOo3kRMbhfxFzw,"""Subway""",Northwest,"""7660 W Cheyenne Ave""",Las Vegas,NV,89129,36.2191781,-115.2624712,2.5,18,0,Fast Food,,,,,
159041,4VXIS8vpNzEysXZVN5xGDA,"""Las Americas""",Downtown,"""2319 S Eastern Ave""",Las Vegas,NV,89104,36.1452172,-115.1186651,4,55,0,other,,,,,
159090,l3oWxCf7Y-X-fgAxNVR7-A,"""Irene's Gaming Lounge""",,"""6125 W Tropicana Ave""",Las Vegas,NV,89103,36.0990918,-115.2261243,2,6,1,other,,,,,
159160,#NAME?,"""Milano's Pizzeria""",Eastside,"""4640 Paradise Rd, Ste 8""",Las Vegas,NV,89169,36.1053642,-115.150647,2.5,5,1,other,,,,,
159234,CztQkxRXch0__MsSmB0tTw,"""ChiAm Restaurant""",Westside,"""6300 W Charleston Blvd, Ste 170""",Las Vegas,NV,89146,36.159498,-115.2308837,3.5,64,1,Fast Food,,,,,
159317,MD2lokfrZ-2NlDMkKbgEPA,"""Villa Fresh Italian Kitchen""",South Summerlin,"""11011 W Charleston Blvd""",Las Vegas,NV,89135,36.1564004,-115.3335562,2,23,1,other,,,,,
159498,oUX2bYbqjqST-urKbOHG6w,"""Loftti Cafe""",Southwest,"""7729 S Rainbow Blvd, Ste 9B""",Las Vegas,NV,89139,36.04816536,-115.2442547,4.5,180,1,other,,,,,
159604,VOAO6ip7GwK4McQZbRa60g,"""Denny's""",Spring Valley,"""9310 W Tropicana Ave""",Las Vegas,NV,89147,36.10065571,-115.2957482,2.5,93,1,American,,,,,
159667,HXJLOVSnv6X_b3mEQYWhEA,"""Spicy Moment Restaurant""",Chinatown,"""3383 S Jones Blvd""",Las Vegas,NV,89146,36.1275457,-115.225503,4.5,12,1,Chinese,,,,,
159677,Ih5Q1cNDLchhi1FqqTwrag,"""Turmeric Flavors of India""",Downtown,"""700 E Fremont St""",Las Vegas,NV,89101,36.16837371,-115.1381192,4.5,97,1,other,,,,,
159726,D1TaFES4phv65RmsM8VCiA,"""Domino's Pizza""",Summerlin,"""8532 Del Webb Blvd, Ste 116""",Las Vegas,NV,89134,36.2109214,-115.2799156,3,23,1,other,,,,,
159752,iQOjQH30LFsj6aO3wJG7nQ,"""La Palma Market""",Westside,"""6700 W Charleston Blvd, Ste F""",Las Vegas,NV,89146,36.15962,-115.2425364,4,4,1,Mexican,,,,,
159772,EkuSy_kM8dpGrlb2pTxCBw,"""Ginseng Korean BBQ II""",The Strip,"""3765 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1050193,-115.171768,3,291,1,other,,,,,
159822,WwBadFHFU-81RJAKtTgB_Q,"""Tacos Los Toritos""",Westside,"""6300 W Charleston Blvd""",Las Vegas,NV,89146,36.1595453,-115.2309619,3.5,22,0,Mexican,,,,,
159938,wdOOK3K6vzQy1d_OIk-U9w,"""Yama Sushi""",Chinatown,"""3909 Spring Mt Rd""",Las Vegas,NV,89102,36.1264728,-115.1919017,3.5,524,1,Japanese,,,,,
160051,xd-AnaGxEMKT2zTEheP6_w,"""Tony Marcs 420 Eats""",Westside,"""6700 W Charleston Blvd, Unit C""",Las Vegas,NV,89146,36.15962,-115.2425364,4,126,0,American,,,,,
160088,qTTBJ83d-nWSnQpXyd44gA,"""Maza Mediterranean Grill & Lounge""",Westside,"""2550 S Rainbow Blvd""",Las Vegas,NV,89146,36.14255733,-115.2423816,4,338,1,other,Middle Eastern,Food,,,
160169,ro4h-3oXNxk4KLa6__jV5Q,"""Montesano's Italian Deli""",Westside,"""3441 W Sahara Ave Ste B2""",Las Vegas,NV,89102,36.1432936,-115.1873861,5,4,0,Italian,,,,,
160232,ROAhwL6lyogjyD3BdmFzYA,"""Los Burritos""",Southeast,"""1310 Silverado Ranch Blvd, Ste 101""",Las Vegas,NV,89183,36.013812,-115.134978,3.5,15,0,Mexican,,,,,
160415,zfNKdsuT7bWWN-f3v5Rj_g,"""Bentley's Coffee""",Eastside,"""2840 E Tropicana Ave""",Las Vegas,NV,89121,36.1002158,-115.1119711,4,10,0,other,,,,,
160458,qRhxldX3lnOMJUNlytYvfQ,"""Applebee's Neighborhood Grill & Bar""",Southeast,"""820 E Warm Springs Rd""",Las Vegas,NV,89119,36.0575942,-115.1451253,2.5,80,1,other,,,,,
160488,mAplaiZdCO9mN-lXXTeU5Q,"""Quiznos""",Downtown,"""365 Lewis Ave""",Las Vegas,NV,89101,36.1663944,-115.1444854,2.5,7,0,other,,,,,
160532,mORvJviGBgbJ5Woui-FcOA,"""Primo's Steakhouse""",Westside,"""9090 Alta Dr, 2nd Fl""",Las Vegas,NV,89145,36.168849,-115.291282,4.5,5,0,other,,,,,
160611,EQD9Ii9UOFnd8lorP5IsEw,"""DQ Grill & Chill Restaurant""",Southwest,"""7715 S Rainbow Blvd""",Las Vegas,NV,89113,36.0482275,-115.2436689,2.5,5,1,Fast Food,,,,,
160655,VgrFPYtK6HGUEJVc4srpWw,"""Pho Aimie""",Southwest,"""8390 S Rainbow Blvd, Ste 110""",Las Vegas,NV,89139,36.0360346,-115.2429957,4,412,1,other,,,,,
160730,eJCDUkFa7wl-BHYKZzaTMQ,"""Grape Street""",,"""7501 W Lake Mead Blvd, Ste 120""",Las Vegas,NV,89128,36.19518,-115.2573615,3.5,282,0,Italian,,,,,
160808,dubu2kN3Y9EB4uYGFWa0MQ,"""Primrose""",The Strip,"""3770 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1050207,-115.1735947,4,38,1,other,,,,,
160864,zcpfOE1tBET_5YUjq8y11g,"""Tastys' Soul Food""",Westside,"""450 S Buffalo Dr, Ste 115""",Las Vegas,NV,89145,36.16704223,-115.2589477,4,17,0,other,,,,,
160990,QvC9BTeewBxMgdUadFglKw,"""Promenade Cafe""",Westside,"""221 N Rampart Blvd""",Las Vegas,NV,89145,36.175747,-115.2917528,2.5,78,1,American,,,,,
161013,A-uZAD4zP3rRxb44WUGV5w,"""Soho Japanese Restaurant""",Southwest,"""7377 S Jones Blvd, Ste 116""",Las Vegas,NV,89139,36.0552438,-115.2258702,4.5,1289,1,Japanese,,,,,
161024,GC5wcui5uejRZTi8OCNPkQ,"""Mi Casa Grill Cantina""",Southwest,"""3333 Blue Diamond Rd""",Las Vegas,NV,89139,36.04194923,-115.1836618,3.5,221,1,Mexican,,,,,
161167,B7qQmqD9H2UoOpShmHTfZw,"""Soulfish Poke""",,"""9500 S Eastern Ave, Ste 110""",Las Vegas,NV,89123,36.0164931,-115.1170689,3.5,174,0,Japanese,,,,,
161263,05Solp0aY1YTZqoORMjUTg,"""La Pupusa Loca""",Sunrise,"""1000 N Nellis Blvd, Ste M""",Las Vegas,NV,89110,36.17822647,-115.0616379,2.5,9,1,Fast Food,,,,,
161413,By7P2EBBvhqoSDj8PnQa8g,"""D.O.C.G. Enoteca""",The Strip,"""3708 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1092162,-115.1732212,3.5,368,0,Italian,,,,,
161767,xR7t4xCYRYEe1RjpYjBbkw,"""Tomo Sushi""",Southeast,"""2625 E Tropicana Ave""",Las Vegas,NV,89121,36.09910591,-115.1143609,4.5,169,0,Japanese,,,,,
161786,XX5DlErcTQ8qNb_seI_oBw,"""Little Caesars Pizza""",Southeast,"""351 E Silverado Ranch Blvd""",Las Vegas,NV,89183,36.0125444,-115.1562697,2.5,50,1,other,,,,,
162006,wcr99sOJjXeAxDNt2fCmbQ,"""Coco's Restaurant""",Eastside,"""2380 E Tropicana Ave""",Las Vegas,NV,89119,36.1001032,-115.1195456,2.5,9,0,other,,,,,
162025,kIYJfoODzS2PA9VzFxo8DQ,"""Goto Queen""",,"""2300 N Rainbow Blvd""",Las Vegas,NV,89108,36.20264009,-115.2422241,4.5,37,0,other,,,,,
162418,Kdr5SklsZ2otCjdJJfJ7wQ,"""Sidra Market""",Southeast,"""1725 E Warm Springs Rd, Ste 11""",Las Vegas,NV,89119,36.0573012,-115.1285587,4.5,11,1,other,International Grocery,Fashion,Butcher,,
162574,p91DHXkz5o_k825LwQPK9g,"""Rice To-Go""",Chinatown,"""4840 Spring Mountain Rd, Ste 1""",Las Vegas,NV,89102,36.1266135,-115.2070496,3,31,1,Chinese,,,,,
162625,EVYGEs6vJwUPvapGPrKvfA,"""Jack In the Box""",Southeast,"""455 E Silverado Ranch Blvd""",Las Vegas,NV,89183,36.01285592,-115.1536069,2.5,34,1,Fast Food,,,,,
162889,5mair616AhJMpRjbd5z94g,"""Subway""",Westside,"""2003 S Decatur Blvd""",Las Vegas,NV,89102,36.14984363,-115.2077245,3.5,8,1,other,,,,,
163127,rzV_rHsRdbEtRwCKm8OoIg,"""Gourmet Quick Bite""",Southeast,"""6420 S Pecos Rd, Ste C""",Las Vegas,NV,89120,36.072381,-115.100413,4.5,35,0,other,,,,,
163257,2xbxXWeu3tpZEJdGTTGbLg,"""Fortune Chinese Restaurant""",Westside,"""3909 W Sahara Ave, Ste 9""",Las Vegas,NV,89102,36.1440254,-115.1938769,3.5,23,0,Chinese,,,,,
163258,K7ESHh6Uh5NptgI5bfsShQ,"""Peru Chicken""",Westside,"""3886 W Sahara Ave""",Las Vegas,NV,89102,36.14553819,-115.1932725,4.5,80,1,other,,,,,
163301,BOMgSyi4-TYAnjVn3m0z3A,"""24 Seven Cafe""",,"""4321 W Flamingo Rd""",Las Vegas,NV,89103,36.11420315,-115.1944368,3,179,0,American,,,,,
163320,COevwLqo4kTOXZGqXvs5yQ,"""Mojito Hut""",Eastside,"""3570 S Las Vegas Blvd""",Las Vegas,NV,89109,36.12428838,-115.1463987,5,4,1,other,,,,,
163328,MrU-vfQCbSUCroFbxk5p4A,"""Teriyaki""",Eastside,"""2585 E Flamingo Rd, Ste 16""",Las Vegas,NV,89121,36.1140158,-115.1154189,3,10,0,Fast Food,,,,,
163352,7PTQ-a8Fu4kxXccFvWWT-Q,"""Papa John's Pizza""",Eastside,"""1010 E Desert Inn Rd""",Las Vegas,NV,89109,36.1301338,-115.1412955,2,54,1,other,,,,,
163499,MlIS0BxTR9QyPotGZ4JVUA,"""Felipe's Tacos""",,"""1615 N Decatur Blvd""",Las Vegas,NV,89108,36.188507,-115.206612,4.5,11,1,Mexican,,,,,
163532,2B4bC4w4PDC8Pj53SfTG2g,"""Taste - Homestyle Indian Kitchen""",University,"""4440 S Maryland Pkwy, Ste 109""",Las Vegas,NV,89119,36.10865281,-115.1371105,5,30,1,other,,,,,
163547,yy7pPm_QGVRm6exD__Htug,"""India Masala Bar & Grill""",Eastside,"""1040 E Flamingo Rd""",Las Vegas,NV,89119,36.115142,-115.141869,4,286,1,other,,,,,
163651,B9hP01A7AT4tQXv_nRozQw,"""Sammy Pho Vietnamese Cuisine""",Southwest,"""7425 S Durango Dr, Ste 103""",Las Vegas,NV,89113,36.05323735,-115.2796205,3,104,0,other,,,,,
163734,FK7JHSUMdznZefUW6X319A,"""McCarran Marketplace""",Southeast,"""5825 S Eastern Ave""",Las Vegas,NV,89119,36.0841716,-115.1221806,5,3,1,American,,,,,
163750,UcgCSTCtPv1GeW5bKsEdag,"""Grind Burger Bar and Lounge""",Eastside,"""360 E Tropicana Ave""",Las Vegas,NV,89169,36.10131,-115.156429,4,199,0,American,,,,,
163755,ySBvgchqN-sJmvUQVcTpnw,"""Del Taco""",University,"""1197 E Tropicana Ave""",Las Vegas,NV,89119,36.1006467,-115.1372217,2.5,29,1,Mexican,,,,,
163907,SOXkCLHHPMM32QNVV9VuJQ,"""Einstein Bros""",Southeast,"""7291 S Eastern Ave""",Las Vegas,NV,89119,36.05746753,-115.1207419,1.5,16,1,other,,,,,
163973,EOS1D1APHwlU19YL3A1PGQ,"""L & L Hawaiian Barbecue""",,"""1900 N Buffalo Dr""",Las Vegas,NV,89128,36.19450971,-115.2597342,3,97,1,other,,,,,
164019,D7GGjbDErdqlS48Nyilfow,"""Bowlology""",Northwest,"""5635 Centennial Center Blvd, Ste 110""",Las Vegas,NV,89149,36.2635452,-115.257192,4,80,1,other,,,,,
164353,tcnGHnLRyDmKviWLNFfGcA,"""Long John Silver's""",Centennial,"""5930 Centennial Center Blvd""",Las Vegas,NV,89149,36.2706672,-115.2619368,1.5,37,1,other,,,,,
164559,RDQpH7J6PBpVzE9pNDKcoA,"""Peppers Mexican Grill""",Southeast,"""6883 S Eastern Ave""",Las Vegas,NV,89119,36.06513,-115.119046,4,12,0,Mexican,,,,,
164737,OkVMClUyAyi46B_cCib4ow,"""Marc's Authentic Italian""",,"""7290 W Lake Mead Blvd""",Las Vegas,NV,89128,36.1970917,-115.250169,3.5,3,0,Italian,,,,,
164743,zqQ9yqNh0EtCIXATGlBS0A,"""LTO Pizza & More""",Eastside,"""Hard Rock Hotel and Casino, 4455 Paradise Rd""",Las Vegas,NV,89169,36.1090109,-115.1538512,2,3,0,Italian,,,,,
164863,5VeKrLlQdJjMmKGwBBvMmw,"""Yanni's Gyros""",Southeast,"""9770 S Maryland Pkwy""",Las Vegas,NV,89183,36.0119105,-115.1361159,4,184,1,Greek,,,,,
164952,eJPckkV1k7gn0V2awA1pzA,"""Soho Sushi Burrito""",Spring Valley,"""6040 W Badura Ave, Ste 150""",Las Vegas,NV,89118,36.06273651,-115.2236786,4.5,175,1,Japanese,,,,,
164981,y8wucy_3sH2FGE1auFpkXQ,"""Golden Bar & Restaurant Equipment""",Downtown,"""20 Research Ln""",Las Vegas,NV,89101,36.159889,-115.103245,5,3,1,other,Home & Garden,Appliances & Repair,Professional Services,Bakeries,Food Trucks
165160,0gTTGuA6uEmMhLhfJi0hqA,"""Sammy's Woodfired Pizza and Grill""",Spring Valley,"""9516 W Flamingo Rd, Ste 100""",Las Vegas,NV,89147,36.1157984,-115.2996569,3.5,130,1,other,,,,,
165182,NblDoJBEwhkJyvAuxzh4rg,"""Gyu-Kaku Japanese BBQ""",Chinatown,"""3550 S Decatur Blvd""",Las Vegas,NV,89103,36.12524269,-115.2076197,4,425,1,Japanese,,,,,
165504,vwo-VW7Bha4XP7evUqP4bQ,"""City Centre Cafe""",Downtown,"""375 Lewis Ave""",Las Vegas,NV,89101,36.1665965,-115.1442241,3.5,25,0,other,,,,,
165510,wlcHT4d52xh52ZsIxxuGFg,"""Smashburger""",Spring Valley,"""5130 S Fort Apache Rd, Ste 240""",Las Vegas,NV,89148,36.09581805,-115.2968299,3.5,104,0,Fast Food,,,,,
165960,9M6eqYZlyBMo8K9QztXcIA,"""Cravin' Cajun""",,"""3400 S Jones Blvd, Ste 8""",Las Vegas,NV,89146,36.1280756,-115.2245664,3.5,109,0,other,,,,,
165971,Fmij544FE1iOruoxI41kew,"""Pepito Shack""",Downtown,"""1516 S Las Vegas Blvd""",Las Vegas,NV,89104,36.15247697,-115.1519449,5,65,0,other,,,,,
166033,ltl1WFdxYcyKOCnV6llQjw,"""Cathay House""",,"""Palms Casino Resort, 4321 West Flamingo Rd""",Las Vegas,NV,89103,36.114539,-115.195684,2.5,17,0,Chinese,,,,,
166164,V58EMoVyTThEaTdOu-xdDA,"""Made in Argentina""",,"""5190 S Valley View Blvd""",Las Vegas,NV,89118,36.0958266,-115.1892829,4,4,1,American,,,,,
166199,bKbYRUZKDYonSPOjzchJJg,"""Veggie Delight""",Chinatown,"""3504 Wynn Rd""",Las Vegas,NV,89103,36.1260132,-115.1944708,4,246,1,other,,,,,
166256,UV2Jt8slktGu14gLZeNCjA,"""Mint Indian Bistro""",Eastside,"""730 E Flamingo Rd, Ste 10""",Las Vegas,NV,89119,36.1151246,-115.1480267,4,944,1,other,,,,,
166280,l3EkLGreTXChG0TQHyo2ow,"""Wendy's""",Eastside,"""2601 S Eastern Ave""",Las Vegas,NV,89169,36.142963,-115.119334,2.5,17,1,other,,,,,
166307,AxeQEz3-s9_1TyIo-G7UQw,"""Thai Original BBQ Restaurant""",Downtown,"""1424 S 3rd St""",Las Vegas,NV,89104,36.15350412,-115.1516318,4,87,0,other,,,,,
166393,MIeVxFe29Jl33reMYewacw,"""Burger King""",Eastside,"""3401 E Tropicana Ave""",Las Vegas,NV,89121,36.09982661,-115.1007273,2,12,1,other,,,,,
166400,z5J9U_HU4iVLwaCH6rdC2w,"""Lo-Lo's Chicken and Waffles""",,"""2040 N Rainbow Blvd""",Las Vegas,NV,89108,36.196409,-115.2402479,3,652,1,other,,,,,
166686,E0zjBNt4_giYtJqUjugskw,"""Taste of China & Icy Bar""",,"""4180 S Jones Blvd, Ste 1""",Las Vegas,NV,89103,36.11309787,-115.2244253,3.5,28,0,Chinese,,,,,
166793,qSlfi_h5LdTAm7181FAZiw,"""Pizzaria""",The Strip,"""121 Circus Circus Dr""",Las Vegas,NV,89109,36.1371788,-115.1627299,2.5,15,1,other,,,,,
